FBgn	ME_type	geneName
FBgn0010194	Active	Wnt5
FBgn0010197	Inactive	Gyc32E
FBgn0010198	Active	RpS15Aa
FBgn0010213	Active	Sod2
FBgn0010215	Active	alpha-Cat
FBgn0010217	Active	ATPsyn-beta
FBgn0010220	Active	Dbp45A
FBgn0010222	Active	Nmdmc
FBgn0010223	Active	Galphaf
FBgn0010225	Active	Gel
FBgn0010226	Active	GstS1
FBgn0010228	Active	HmgZ
FBgn0010235	Active	Klc
FBgn0010238	Active	Lac
FBgn0010240	Active	Lcch3
FBgn0010241	Inactive	Mdr50
FBgn0010246	Active	Myo61F
FBgn0010247	Active	Parp
FBgn0010258	Active	Rbp4
FBgn0010263	Inactive	Rbp9
FBgn0010265	Active	RpS13
FBgn0010269	Active	Dsor1
FBgn0010278	Active	Ssrp
FBgn0010280	Active	Taf4
FBgn0010282	Active	TfIIFalpha
FBgn0010287	Active	Trf
FBgn0010288	Active	Uch
FBgn0010292	Active	bys
FBgn0010300	Active	brat
FBgn0010303	Active	hep
FBgn0010309	Active	pigeon
FBgn0010313	PcG	corto
FBgn0010314	Active	Cks30A
FBgn0010315	Active	CycD
FBgn0010316	Inactive	dap
FBgn0010317	Active	CycJ
FBgn0010323	PcG	Gsc
FBgn0010328	Active	woc
FBgn0010329	Inactive	Tbh
FBgn0010333	Active	Rac1
FBgn0010339	Active	128up
FBgn0010340	Active	140up
FBgn0010341	Active	Cdc42
FBgn0010342	Active	Map60
FBgn0010348	Active	Arf79F
FBgn0010350	Active	CdsA
FBgn0010352	Active	Nc73EF
FBgn0010355	Active	Taf1
FBgn0010356	Active	Taf5
FBgn0010357	Inactive	betaTry
FBgn0010379	Active	Akt1
FBgn0010380	Active	AP-1-2beta
FBgn0010381	Active	Drs
FBgn0010382	Active	CycE
FBgn0010383	Inactive	Cyp18a1
FBgn0010385	Active	Def
FBgn0010387	Inactive	Dbi
FBgn0010388	Active	Dro
FBgn0010389	Inactive	htl
FBgn0010391	Active	Gtp-bp
FBgn0010395	Active	Itgbetanu
FBgn0010397	Active	LamC
FBgn0010398	Active	Lrr47
FBgn0010399	Inactive	Nmdar1
FBgn0010401	Inactive	Os-C
FBgn0010406	Active	RNaseX25
FBgn0010407	Active	Ror
FBgn0010408	Active	RpS9
FBgn0010409	Active	RpL18A
FBgn0010411	Active	RpS18
FBgn0010412	Active	RpS19a
FBgn0010414	Inactive	SerT
FBgn0010415	Active	Sdc
FBgn0010416	Active	TH1
FBgn0010417	Active	Taf6
FBgn0010421	Active	TfIIFbeta
FBgn0010422	Active	TfIIS
FBgn0010423	Inactive	TpnC47D
FBgn0010424	Inactive	TpnC73F
FBgn0010431	Active	mtrm
FBgn0010434	Active	cora
FBgn0010435	Active	emp
FBgn0010438	Active	mtSSB
FBgn0010441	Active	pll
FBgn0010452	Inactive	trn
FBgn0010453	PcG	Wnt4
FBgn0010470	Active	Fkbp14
FBgn0010473	Inactive	tutl
FBgn0010482	Inactive	l(2)01289
FBgn0010488	Active	NAT1
FBgn0010497	Active	dmGlut
FBgn0010501	Active	Dcp-1
FBgn0010504	Active	kermit
FBgn0010516	Active	wal
FBgn0010520	Active	Bka
FBgn0010531	Active	Ccs
FBgn0010548	Active	Aldh-III
FBgn0010549	Inactive	l(2)03659
FBgn0010551	Active	Phb2
FBgn0010575	Active	sbb
FBgn0010583	Active	dock
FBgn0010590	Active	Prosbeta1
FBgn0010591	Active	Sply
FBgn0010602	Active	lwr
FBgn0010607	Active	l(2)05714
FBgn0010611	Active	Hmgs
FBgn0010612	Active	l(2)06225
FBgn0010620	Active	Sip1
FBgn0010621	Active	Cct5
FBgn0010622	Active	l(2)06496
FBgn0010638	Active	Sec61beta
FBgn0010651	Active	l(2)08717
FBgn0010660	Active	Nup214
FBgn0010741	Active	l(3)01239
FBgn0010747	Active	Srp54k
FBgn0010750	Active	atms
FBgn0010762	Active	simj
FBgn0010768	Active	sqz
FBgn0010770	Active	ppan
FBgn0010772	Active	Xe7
FBgn0010774	Active	Ref1
FBgn0010786	Active	l(3)02640
FBgn0010808	Active	l(3)03670
FBgn0010812	Active	unc-45
FBgn0010825	Active	Gug
FBgn0010830	Active	l(3)04053
FBgn0010877	Active	l(3)05822
FBgn0010894	Active	sinu
FBgn0010905	Active	Spn
FBgn0010909	Active	msn
FBgn0010926	Active	l(3)07882
FBgn0011016	Active	SsRbeta
FBgn0011020	Active	Sas-4
FBgn0011202	Active	dia
FBgn0011204	Active	cue
FBgn0011205	Active	fbl
FBgn0011206	Active	bol
FBgn0011207	Active	pelo
FBgn0011211	Active	blw
FBgn0011217	Active	eff
FBgn0011224	Inactive	heph
FBgn0011225	Active	jar
FBgn0011227	Active	ox
FBgn0011230	Active	poe
FBgn0011232	Active	scat
FBgn0011236	Active	ken
FBgn0011241	Active	cbx
FBgn0011244	Inactive	Hsp60B
FBgn0011259	PcG	Sema-1a
FBgn0011260	PcG	Sema-2a
FBgn0011272	Active	RpL13
FBgn0011274	Active	Dif
FBgn0011279	Active	Obp69a
FBgn0011280	Active	Obp19d
FBgn0011282	Active	Obp84a
FBgn0011284	Active	RpS4
FBgn0011286	Inactive	RyR
FBgn0011289	Active	TfIIA-L
FBgn0011290	Active	Taf12
FBgn0011291	Active	Taf11
FBgn0011296	Inactive	l(2)efl
FBgn0011297	Active	l(2)not
FBgn0011300	Active	babo
FBgn0011305	Active	Rsf1
FBgn0011327	Active	Uch-L5
FBgn0011335	Active	l(3)j2D3
FBgn0011336	Active	OstStt3
FBgn0011361	Active	mtacp1
FBgn0011455	Active	l(3)neo18
FBgn0011474	Active	pr-set7
FBgn0011476	Active	l(3)neo43
FBgn0011481	Active	Ssdp
FBgn0011509	Active	SrpRbeta
FBgn0011559	Inactive	Acp36DE
FBgn0011566	Active	Bzd
FBgn0011569	Inactive	can
FBgn0011570	Active	cpb
FBgn0011571	Active	caz
FBgn0011573	Active	Cdc37
FBgn0011581	Inactive	Ms
FBgn0011584	Active	Trp1
FBgn0011586	Active	e(r)
FBgn0011589	Inactive	Elk
FBgn0011591	Inactive	fng
FBgn0011592	Active	fra
FBgn0011596	PcG	fzo
FBgn0011603	Inactive	ine
FBgn0011604	Active	Iswi
FBgn0011606	Active	Klp3A
FBgn0011638	Active	La
FBgn0011640	Active	lark
FBgn0011642	Active	Zyx
FBgn0011648	Active	Mad
FBgn0011653	Inactive	mas
FBgn0011655	Active	Med
FBgn0011656	Active	Mef2
FBgn0011659	Active	Mlh1
FBgn0011660	Active	Pms2
FBgn0011661	Active	Moe
FBgn0011666	Active	msi
FBgn0011668	Active	Mst57Da
FBgn0011672	Active	Mvl
FBgn0011674	Inactive	insc
FBgn0011676	Inactive	Nos
FBgn0011692	Active	pav
FBgn0011693	Active	Pdh
FBgn0011695	Active	PebIII
FBgn0011701	Active	repo
FBgn0011703	Active	RnrL
FBgn0011704	Active	RnrS
FBgn0011705	Active	rost
FBgn0011706	Active	rpr
FBgn0011708	Active	Syx5
FBgn0011710	Active	Sep1
FBgn0011715	Active	Snr1
FBgn0011722	Active	Tig
FBgn0011725	Active	twin
FBgn0011726	Active	tsr
FBgn0011737	Active	Wee1
FBgn0011739	Active	wts
FBgn0011740	Active	alpha-Man-II
FBgn0011741	Active	Arp6
FBgn0011742	Active	Arp2
FBgn0011745	Active	Arp1
FBgn0011746	PcG	ana
FBgn0011747	Active	Ank
FBgn0011754	Active	PhKgamma
FBgn0011760	Active	ctp
FBgn0011761	Active	dhd
FBgn0011762	Active	DNApol-alpha50
FBgn0011763	Active	Dp
FBgn0011764	Active	Dsp1
FBgn0011766	Active	E2f1
FBgn0011768	Active	Fdh
FBgn0011769	Active	Fdxh
FBgn0011770	Inactive	Gip
FBgn0011771	Active	Hem
FBgn0011774	Active	Irbp
FBgn0011785	Active	BRWD3
FBgn0011787	Active	mRpL12
FBgn0011802	Active	Gem3
FBgn0011812	Inactive	Lcp1Psi
FBgn0011817	Inactive	nmo
FBgn0011818	Active	oaf
FBgn0011822	Inactive	pcl
FBgn0011824	Active	CG4038
FBgn0011826	Active	Pp2B-14D
FBgn0011828	Active	Pxn
FBgn0011829	Inactive	Ret
FBgn0011834	Inactive	Ser6
FBgn0011836	Active	Taf2
FBgn0011837	Active	Tis11
FBgn0012034	Active	AcCoAS
FBgn0012036	Active	Aldh
FBgn0012037	Inactive	Ance
FBgn0012042	Inactive	AttA
FBgn0012051	Active	CalpA
FBgn0012058	Active	Cdc27
FBgn0013263	Active	Trl
FBgn0013269	Active	FK506-bp1
FBgn0013272	Active	Gp150
FBgn0013275	Active	Hsp70Aa
FBgn0013303	Active	Nca
FBgn0013305	Active	Nmda1
FBgn0013307	PcG	Odc1
FBgn0013308	PcG	Odc2
FBgn0013323	Active	Ptth
FBgn0013325	Active	RpL11
FBgn0013334	Inactive	Sap47
FBgn0013342	Inactive	nSyb
FBgn0013343	Active	Syx1A
FBgn0013347	Active	TfIIA-S
FBgn0013432	Active	bcn92
FBgn0013435	Active	cdc2rk
FBgn0013467	Inactive	igl
FBgn0013469	PcG	klu
FBgn0013531	Active	MED20
FBgn0013548	Active	l(2)dtl
FBgn0013563	Active	Pex1
FBgn0013717	Active	not
FBgn0013718	Active	nuf
FBgn0013720	Active	pck
FBgn0013726	Active	pnut
FBgn0013732	Active	sced
FBgn0013733	Active	shot
FBgn0013746	Active	alien
FBgn0013749	Active	Arf102F
FBgn0013750	Active	Arf51F
FBgn0013753	Active	Bgb
FBgn0013756	Active	Mtor
FBgn0013759	Active	CASK
FBgn0013762	Active	Cdk5
FBgn0013763	Active	CG5210
FBgn0013764	Active	Chi
FBgn0013765	Active	cnn
FBgn0013767	Active	Crz
FBgn0013770	Active	Cp1
FBgn0013771	Active	Cyp6a9
FBgn0013772	Active	Cyp6a8
FBgn0013773	Active	Cyp6a22
FBgn0013799	Active	Deaf1
FBgn0013809	Inactive	Dhc16F
FBgn0013810	Inactive	Dhc36C
FBgn0013811	Inactive	Dhc62B
FBgn0013812	PcG	Dhc93AB
FBgn0013813	Inactive	Dhc98D
FBgn0013949	Inactive	Ela
FBgn0013953	Inactive	Esp
FBgn0013954	Active	FK506-bp2
FBgn0013972	PcG	Gycalpha99B
FBgn0013973	Inactive	Gycbeta100B
FBgn0013981	Active	His4r
FBgn0013983	Active	imd
FBgn0013984	Inactive	InR
FBgn0013987	Active	MAPk-Ak2
FBgn0013995	Inactive	Calx
FBgn0013997	Active	Nrx-IV
FBgn0014000	Inactive	Hf
FBgn0014002	Active	Pdi
FBgn0014006	Active	Pk92B
FBgn0014007	Active	Ptp69D
FBgn0014009	Active	Rab2
FBgn0014010	Active	Rab5
FBgn0014011	Active	Rac2
FBgn0014018	Active	Rel
FBgn0014019	PcG	Rh5
FBgn0014020	Active	Rho1
FBgn0014022	Active	Rlb1
FBgn0014023	Active	mRpL47
FBgn0014024	Active	Rnp4F
FBgn0014026	Active	RpL7A
FBgn0014028	Active	SdhB
FBgn0014029	Active	Sep2
FBgn0014031	Active	Spat
FBgn0014032	Active	Sptr
FBgn0014033	Active	Sr-CI
FBgn0014037	Active	Su(Tpl)
FBgn0014073	Inactive	Tie
FBgn0014075	Active	Ugt
FBgn0014076	Inactive	Vm32E
FBgn0014092	Active	CG4278
FBgn0014127	Active	barr
FBgn0014133	Inactive	bif
FBgn0014135	PcG	bnl
FBgn0014141	Active	cher
FBgn0014143	PcG	croc
FBgn0014163	Active	fax
FBgn0014184	Active	Oda
FBgn0014189	Active	Hel25E
FBgn0014269	Active	prod
FBgn0014340	Active	mof
FBgn0014342	Active	mia
FBgn0014343	PcG	mirr
FBgn0014366	Active	noi
FBgn0014368	Inactive	nol
FBgn0014380	Active	RhoL
FBgn0014388	Active	sty
FBgn0014391	Active	sun
FBgn0014395	Active	tilB
FBgn0014396	PcG	tim
FBgn0014411	Active	Vps26
FBgn0014417	Active	CG13397
FBgn0014427	Active	CG11899
FBgn0014455	Active	Ahcy13
FBgn0014464	Inactive	Cp7Fa
FBgn0014469	Active	Cyp4e2
FBgn0014857	Active	His3.3A
FBgn0014859	PcG	Hr38
FBgn0014861	Active	Mcm2
FBgn0014863	Active	Mlp84B
FBgn0014865	Active	Mtk
FBgn0014868	Active	Ost48
FBgn0014869	Active	Pglym78
FBgn0014870	Active	Psi
FBgn0014877	Active	Roe1
FBgn0014879	Active	Set
FBgn0014903	Active	CG14630
FBgn0014906	Active	Hydr2
FBgn0014930	Active	CG2846
FBgn0014931	Active	CG2678
FBgn0014949	Active	btn
FBgn0015000	Active	betaggt-I
FBgn0015001	Active	iotaTry
FBgn0015010	Active	Ag5r
FBgn0015011	PcG	Ahcy89E
FBgn0015019	Active	Cctgamma
FBgn0015024	Active	CkIalpha
FBgn0015025	Active	CkIIalpha-i1
FBgn0015031	Active	cype
FBgn0015032	PcG	Cyp4c3
FBgn0015033	Inactive	Cyp4d8
FBgn0015034	Active	Cyp4e1
FBgn0015035	Inactive	Cyp4e3
FBgn0015036	Active	Cyp4ae1
FBgn0015037	Active	Cyp4p1
FBgn0015038	Inactive	Cyp9b1
FBgn0015039	Inactive	Cyp9b2
FBgn0015075	Active	Ddx1
FBgn0015218	Active	eIF-4E
FBgn0015221	Active	Fer2LCH
FBgn0015222	Active	Fer1HCH
FBgn0015229	Active	glec
FBgn0015239	Active	Hr78
FBgn0015240	Active	Hr96
FBgn0015245	Active	Hsp60
FBgn0015247	Active	Diap2
FBgn0015268	Active	Nap1
FBgn0015269	Active	Nf1
FBgn0015270	Active	Orc2
FBgn0015271	Active	Orc5
FBgn0015277	Active	Pi3K59F
FBgn0015278	Active	Pi3K68D
FBgn0015279	Active	Pi3K92E
FBgn0015282	Active	Rpt2
FBgn0015283	Active	Rpn10
FBgn0015286	Active	Rala
FBgn0015288	Active	RpL22
FBgn0015295	Active	shark
FBgn0015296	Active	Shc
FBgn0015298	Active	Srp19
FBgn0015299	Active	Ssb-c31a
FBgn0015316	Active	Try29F
FBgn0015320	Active	Ubc2
FBgn0015321	Active	Ubc4
FBgn0015324	Active	Vha26
FBgn0015331	Active	abs
FBgn0015336	Active	CG15865
FBgn0015338	Active	CG5861
FBgn0015351	Active	CG14906
FBgn0015359	Active	CG2034
FBgn0015360	Active	oxt
FBgn0015371	Active	chn
FBgn0015372	Active	RabX1
FBgn0015376	Active	cutlet
FBgn0015379	Active	dod
FBgn0015380	PcG	drl
FBgn0015391	Active	glu
FBgn0015393	Active	hoip
FBgn0015396	Active	jumu
FBgn0015399	Active	kek1
FBgn0015400	Inactive	kek2
FBgn0015402	Active	ksr
FBgn0015477	Active	Rme-8
FBgn0015509	Active	Cul1
FBgn0015513	Active	mbc
FBgn0015519	Inactive	nAChRalpha3
FBgn0015520	Active	nonA-l
FBgn0015521	Active	RpS21
FBgn0015522	Active	olf186-M
FBgn0015527	Active	pen
FBgn0015541	Inactive	sda
FBgn0015544	Active	spag
FBgn0015546	Active	spel1
FBgn0015553	Active	tos
FBgn0015558	Active	tty
FBgn0015568	Active	alpha-Est1
FBgn0015569	Active	alpha-Est10
FBgn0015570	Active	alpha-Est2
FBgn0015571	Active	alpha-Est3
FBgn0015572	Active	alpha-Est4
FBgn0015574	Inactive	alpha-Est6
FBgn0015575	Active	alpha-Est7
FBgn0015576	Active	alpha-Est8
FBgn0015577	Active	alpha-Est9
FBgn0015582	Active	dare
FBgn0015585	Active	Acp63F
FBgn0015589	Active	Apc
FBgn0015591	Inactive	AstA
FBgn0015600	Active	toc
FBgn0015602	Active	BEAF-32
FBgn0015609	Inactive	CadN
FBgn0015614	Active	CanB2
FBgn0015615	Active	SMC3
FBgn0015618	Active	Cdk8
FBgn0015621	Active	Clp
FBgn0015622	Active	Cnx99A
FBgn0015623	Active	Cpr
FBgn0015625	Active	CycB3
FBgn0015663	Active	Dot
FBgn0015664	Active	Dref
FBgn0015714	Active	Cyp6a17
FBgn0015721	Inactive	ktub
FBgn0015737	Active	Hmu
FBgn0015754	Active	Lis-1
FBgn0015756	Active	RpL9
FBgn0015765	Active	p38a
FBgn0015766	Inactive	Msr-110
FBgn0015772	Active	Nak
FBgn0015773	Inactive	NetA
FBgn0015774	Inactive	NetB
FBgn0015776	Active	nrv1
FBgn0015777	Active	nrv2
FBgn0015778	Active	rin
FBgn0015781	Active	P5cr
FBgn0015789	Active	Rab10
FBgn0015790	Active	Rab11
FBgn0015791	Active	Rab14
FBgn0015793	Active	Rab19
FBgn0015794	Active	Rab18
FBgn0015795	Active	Rab7
FBgn0015797	Active	Rab6
FBgn0015799	Active	Rbf
FBgn0015801	Active	Reg-5
FBgn0015803	Active	RtGEF
FBgn0015805	Active	Rpd3
FBgn0015806	Active	S6k
FBgn0015808	Active	ScpX
FBgn0015818	Active	Spx
FBgn0015828	Active	TfIIEalpha
FBgn0015829	Active	TfIIEbeta
FBgn0015831	Inactive	Rtnl2
FBgn0015834	Active	Trip1
FBgn0015838	Active	Vang
FBgn0015872	Inactive	Drip
FBgn0015903	Active	apt
FBgn0015905	Active	ast
FBgn0015924	Active	crq
FBgn0015925	Active	csul
FBgn0015926	Active	dah
FBgn0015929	Active	dpa
FBgn0015949	Active	hrg
FBgn0016013	Inactive	Faa
FBgn0016031	Active	lama
FBgn0016032	Active	lbm
FBgn0016034	Active	mael
FBgn0016036	Active	mei-P22
FBgn0016038	Active	mod(r)
FBgn0016041	Active	Tom40
FBgn0016053	Inactive	pgc
FBgn0016054	Active	phr6-4
FBgn0016059	Active	Sema-1b
FBgn0016061	PcG	side
FBgn0016070	Active	smg
FBgn0016075	Active	vkg
FBgn0016076	Active	vri
FBgn0016078	Active	wun
FBgn0016080	Active	xmas-1
FBgn0016081	Active	fry
FBgn0016119	Active	ATPsyn-Cf6
FBgn0016120	Active	ATPsyn-d
FBgn0016122	Active	Acer
FBgn0016123	Inactive	Aph-4
FBgn0016126	Active	CaMKI
FBgn0016131	Active	Cdk4
FBgn0016641	Active	PTP-ER
FBgn0016650	Inactive	Lgr1
FBgn0016660	PcG	H15
FBgn0016672	Active	Ipp
FBgn0016675	Active	Lectin-galC1
FBgn0016684	Active	NaPi-T
FBgn0016685	Active	Nlp
FBgn0016687	Active	Nurf-38
FBgn0016691	Active	Oscp
FBgn0016693	Active	Past1
FBgn0016694	Active	Pdp1
FBgn0016696	Active	Pitslre
FBgn0016697	Active	Prosalpha5
FBgn0016698	Active	Ptpa
FBgn0016700	Active	Rab1
FBgn0016701	Active	Rab4
FBgn0016715	Active	Reg-2
FBgn0016726	Active	RpL29
FBgn0016754	Active	sba
FBgn0016756	Inactive	Ubp64E
FBgn0016762	Active	angel
FBgn0016792	Active	dmt
FBgn0016794	Active	dos
FBgn0016797	Inactive	fz2
FBgn0016917	Active	Stat92E
FBgn0016920	PcG	nompC
FBgn0016926	Active	Pino
FBgn0016930	Active	Dyrk2
FBgn0016970	Active	l(2)k10201
FBgn0016974	Active	swaPsi
FBgn0016977	Active	spen
FBgn0016983	Active	smid
FBgn0016984	Active	sktl
FBgn0017414	Active	cag
FBgn0017418	Active	ari-1
FBgn0017429	Active	CG5989
FBgn0017430	Active	Nelf-E
FBgn0017448	Inactive	CG2187
FBgn0017456	Active	Ubc84D
FBgn0017457	Active	U2af38
FBgn0017482	Active	T3dh
FBgn0017545	Active	RpS3A
FBgn0017550	Active	Rga
FBgn0017551	Active	Rca1
FBgn0017558	Active	Pdk
FBgn0017561	Inactive	Ork1
FBgn0017566	Active	ND75
FBgn0017567	Active	ND23
FBgn0017572	Active	Mo25
FBgn0017577	Active	Mcm5
FBgn0017578	Active	Max
FBgn0017579	Active	RpL14
FBgn0017581	Active	Lk6
FBgn0017590	Inactive	klg
FBgn0019624	Active	CoVa
FBgn0019637	Active	Atu
FBgn0019643	Inactive	Dat
FBgn0019644	Active	ATPsyn-b
FBgn0019661	Active	roX1
FBgn0019662	Active	qm
FBgn0019686	Active	lok
FBgn0019830	Active	colt
FBgn0019886	Active	Letm1
FBgn0019890	Active	Smg5
FBgn0019925	Active	Surf4
FBgn0019928	Active	Ser8
FBgn0019929	Inactive	Ser7
FBgn0019932	Active	SamDC
FBgn0019936	Active	RpS20
FBgn0019938	Active	RpI1
FBgn0019940	Inactive	Rh6
FBgn0019947	Active	Psn
FBgn0019948	Active	Phm
FBgn0019949	Active	Cdk9
FBgn0019952	Active	Orct
FBgn0019957	Active	ND42
FBgn0019960	Active	CG6455
FBgn0019968	Active	Khc-73
FBgn0019972	Active	Drice
FBgn0019982	Active	Gs1l
FBgn0019990	Active	Gcn2
FBgn0020018	Active	Ppox
FBgn0020224	Active	Cbl
FBgn0020235	Active	ATPsyn-gamma
FBgn0020236	Active	ATPCL
FBgn0020238	Active	14-3-3epsilon
FBgn0020248	Inactive	stet
FBgn0020249	Active	stck
FBgn0020251	Inactive	sfl
FBgn0020255	Active	Ran
FBgn0020257	Active	Ppa
FBgn0020258	PcG	ppk
FBgn0020261	Active	pcm
FBgn0020269	Inactive	mspo
FBgn0020270	Active	mre11
FBgn0020272	Active	mst
FBgn0020277	Inactive	lush
FBgn0020278	Active	loco
FBgn0020279	Active	lig
FBgn0020294	Inactive	ko
FBgn0020299	Inactive	stumps
FBgn0020300	Inactive	gk
FBgn0020304	Active	drongo
FBgn0020305	Active	dbe
FBgn0020306	Active	dom
FBgn0020307	PcG	dve
FBgn0020309	Active	crol
FBgn0020312	Active	CG4050
FBgn0020369	Active	Rpt6
FBgn0020370	Active	TppII
FBgn0020372	Active	TM4SF
FBgn0020379	Active	Rfx
FBgn0020381	Active	Dredd
FBgn0020385	Active	pug
FBgn0020386	Active	Pdk1
FBgn0020388	Active	Gcn5
FBgn0020389	Active	Papss
FBgn0020391	Active	Nrk
FBgn0020392	Active	Nmt
FBgn0020399	Active	Mst89B
FBgn0020407	Active	asun
FBgn0020412	Active	JIL-1
FBgn0020414	Active	Idgf3
FBgn0020415	Active	Idgf2
FBgn0020416	Active	Idgf1
FBgn0020429	Inactive	GluRIIB
FBgn0020440	Active	Fak
FBgn0020443	Active	Elf
FBgn0020445	Inactive	E23
FBgn0020493	Active	Dad
FBgn0020496	Active	CtBP
FBgn0020497	Active	emb
FBgn0020503	Active	CLIP-190
FBgn0020510	Active	Abi
FBgn0020513	Active	ade5
FBgn0020521	Inactive	pio
FBgn0020545	Active	kraken
FBgn0020546	PcG	iab-4
FBgn0020616	Active	SA
FBgn0020618	Active	Rack1
FBgn0020620	Active	RN-tre
FBgn0020621	Active	Pkn
FBgn0020622	Active	Pi3K21B
FBgn0020626	Active	Osbp
FBgn0020633	Active	Mcm7
FBgn0020647	Active	KrT95D
FBgn0020653	Active	Trxr-1
FBgn0020655	Active	ArfGAP1
FBgn0020660	Active	eIF-4B
FBgn0020762	Active	Atet
FBgn0020764	Active	Alas
FBgn0020765	Inactive	Acp65Aa
FBgn0020767	Active	Spred
FBgn0020887	Active	Su(z)12
FBgn0020907	PcG	Scp2
FBgn0020908	Active	Scp1
FBgn0020909	Active	Rtc1
FBgn0020910	Active	RpL3
FBgn0020912	PcG	Ptx1
FBgn0020930	Active	Dgkepsilon
FBgn0021738	Active	Crg-1
FBgn0021760	Active	chb
FBgn0021761	Active	Nup154
FBgn0021764	Inactive	sdk
FBgn0021765	Active	scu
FBgn0021767	PcG	org-1
FBgn0021768	Active	nudC
FBgn0021776	Inactive	mira
FBgn0021795	Active	Tapdelta
FBgn0021796	Active	Tor
FBgn0021800	Active	Reph
FBgn0021814	Active	Vps28
FBgn0021818	Active	cnk
FBgn0021825	Active	Dmn
FBgn0021847	Active	l(2)k14710
FBgn0021856	Active	l(2)k14505
FBgn0021872	Active	Xbp1
FBgn0021874	Active	Nle
FBgn0021875	Active	Zfrp8
FBgn0021895	Active	ytr
FBgn0021906	Active	RFeSP
FBgn0021944	Active	Coprox
FBgn0021967	Active	Pdsw
FBgn0021979	Active	l(2)k09913
FBgn0021995	Active	Rs1
FBgn0022023	Active	eIF-3p40
FBgn0022027	Active	Vps25
FBgn0022029	Active	l(2)k01209
FBgn0022069	Active	Nnp-1
FBgn0022097	Active	Vha36-1
FBgn0022153	Active	l(2)k05819
FBgn0022160	Active	Gpo-1
FBgn0022213	Active	Cas
FBgn0022224	Active	ubl
FBgn0022238	Active	lolal
FBgn0022246	Active	Rpp30
FBgn0022288	Active	l(2)09851
FBgn0022338	Active	dnk
FBgn0022343	Active	CG3760
FBgn0022344	Active	CG10340
FBgn0022349	Active	CG1910
FBgn0022355	Active	Tsf1
FBgn0022359	Active	Sodh-2
FBgn0022382	Active	Pka-R2
FBgn0022699	Active	D19B
FBgn0022700	Inactive	Cht4
FBgn0022702	Inactive	Cht2
FBgn0022708	Active	Adk2
FBgn0022709	Active	Adk1
FBgn0022710	Active	Ac13E
FBgn0022720	Active	zf30C
FBgn0022724	Active	Taf8
FBgn0022764	Active	Sin3A
FBgn0022768	Active	Pp2C1
FBgn0022770	Active	Peritrophin-A
FBgn0022772	Active	Orc1
FBgn0022774	Active	Oat
FBgn0022786	Active	Hira
FBgn0022787	Active	Hel89B
FBgn0022800	Inactive	Cad96Ca
FBgn0022893	Active	Df31
FBgn0022935	Active	D19A
FBgn0022936	Active	CycH
FBgn0022942	Active	Cbp80
FBgn0022943	Active	Cbp20
FBgn0022959	Active	yps
FBgn0022960	Active	vimar
FBgn0022981	Active	rpk
FBgn0022984	Active	qkr58E-3
FBgn0022985	Active	qkr58E-2
FBgn0022986	Active	qkr58E-1
FBgn0022987	Active	qkr54B
FBgn0023000	Active	mth
FBgn0023001	Inactive	melt
FBgn0023023	Active	CRMP
FBgn0023076	Inactive	Clk
FBgn0023081	Active	gek
FBgn0023083	Inactive	fray
FBgn0023091	Inactive	dimm
FBgn0023094	Active	cyc
FBgn0023095	Inactive	caps
FBgn0023096	Inactive	btv
FBgn0023097	Active	bon
FBgn0023129	Active	aay
FBgn0023130	Active	a6
FBgn0023143	Active	Uba1
FBgn0023167	Active	SmD3
FBgn0023169	Active	AMPKalpha
FBgn0023170	Active	RpL39
FBgn0023171	Active	rnh1
FBgn0023172	Active	RhoGEF2
FBgn0023174	Active	Prosbeta2
FBgn0023175	Active	Prosalpha7
FBgn0023177	Active	Pp4-19C
FBgn0023178	Active	Pdf
FBgn0023179	Inactive	amon
FBgn0023180	Active	Orc6
FBgn0023181	Active	Orc4
FBgn0023197	Active	Jon74E
FBgn0023212	Active	EloB
FBgn0023213	Active	eIF4G
FBgn0023214	Active	edl
FBgn0023215	Active	Mnt
FBgn0023216	Active	Parg
FBgn0023388	Active	Dap160
FBgn0023395	Inactive	Chd3
FBgn0023407	Inactive	B4
FBgn0023415	Inactive	Acp32CD
FBgn0023423	Active	slmb
FBgn0023441	PcG	fus
FBgn0023458	Active	Rbcn-3A
FBgn0023477	Active	Tal
FBgn0023479	Active	Tequila
FBgn0023489	Inactive	Pph13
FBgn0023495	Inactive	Lip3
FBgn0023506	Active	Es2
FBgn0023507	Active	CG3835
FBgn0023508	Active	Ocrl
FBgn0023509	Active	mip130
FBgn0023510	Active	Rbcn-3B
FBgn0023511	Active	Edem1
FBgn0023512	Active	eIF2B-epsilon
FBgn0023513	Active	CG14803
FBgn0023514	Active	CG14805
FBgn0023515	Active	CG14814
FBgn0023516	Active	Pex5
FBgn0023517	Active	Pgam5
FBgn0023518	Active	trr
FBgn0023519	Active	mRpL16
FBgn0023520	Active	CG3857
FBgn0023521	Active	CG3587
FBgn0023522	Active	CG11596
FBgn0023523	Active	Or2a
FBgn0023524	Active	CG3078
FBgn0023525	Active	CG3191
FBgn0023526	Active	CG2865
FBgn0023527	Active	CG3071
FBgn0023528	Active	CG2924
FBgn0023529	Active	CG2918
FBgn0023530	Active	CG3740
FBgn0023531	Active	CG32809
FBgn0023534	Active	CG17778
FBgn0023535	Active	arg
FBgn0023536	Active	CG3156
FBgn0023537	Active	CG17896
